time,value
2024-08-22T12:16:59.556013558Z,24.299999237060547
2024-08-22T12:17:01.604223045Z,24.399999618530273
2024-08-22T12:17:03.652810266Z,24.299999237060547
2024-08-22T12:17:05.700116358Z,24.399999618530273
2024-08-22T12:17:07.646287813Z,24.5
2024-08-22T12:17:09.693812124Z,24.399999618530273
2024-08-22T12:17:11.744139172Z,24.299999237060547
2024-08-22T12:17:13.791671137Z,24.399999618530273
2024-08-22T12:17:21.777009872Z,24.299999237060547
2024-08-22T12:17:25.873282948Z,24.399999618530273
2024-08-22T12:17:32.020979599Z,24.299999237060547
2024-08-22T12:17:46.045827842Z,24.399999618530273
2024-08-22T12:17:50.142102747Z,24.299999237060547
2024-08-22T12:17:54.135552404Z,24.399999618530273
2024-08-22T12:18:02.333672452Z,24.299999237060547
2024-08-22T12:18:10.315472899Z,24.399999618530273
2024-08-22T12:18:12.363089751Z,24.299999237060547
2024-08-22T12:18:14.411709181Z,24.399999618530273
2024-08-22T12:18:16.356432588Z,24.299999237060547
2024-08-22T12:18:20.453010423Z,24.399999618530273
2024-08-22T12:18:22.501413301Z,24.299999237060547
2024-08-22T12:18:28.546390704Z,24.399999618530273
2024-08-22T12:18:30.591936383Z,24.299999237060547
2024-08-22T12:18:34.586554932Z,24.399999618530273
2024-08-22T12:18:36.642634937Z,24.299999237060547
2024-08-22T12:18:40.635823792Z,24.399999618530273
2024-08-22T12:18:42.673294745Z,24.299999237060547
2024-08-22T12:18:46.769845739Z,24.399999618530273
2024-08-22T12:18:48.715419071Z,24.299999237060547
2024-08-22T12:18:50.768349022Z,24.399999618530273
2024-08-22T12:18:52.812190746Z,24.299999237060547
2024-08-22T12:19:13.086329909Z,24.399999618530273
2024-08-22T12:19:15.032480224Z,24.299999237060547
2024-08-22T12:19:17.080861377Z,24.399999618530273
2024-08-22T12:19:19.025837321Z,24.299999237060547
2024-08-22T12:19:21.073965121Z,24.399999618530273
2024-08-22T12:19:23.1216877Z,24.299999237060547
2024-08-22T12:19:29.164752632Z,24.399999618530273
2024-08-22T12:19:35.30744211Z,24.299999237060547
2024-08-22T12:19:39.301288536Z,24.399999618530273
2024-08-22T12:19:43.294016863Z,24.299999237060547
2024-08-22T12:19:49.438976192Z,24.399999618530273
2024-08-22T12:19:51.384115782Z,24.299999237060547
2024-08-22T12:19:57.529284715Z,24.399999618530273
2024-08-22T12:19:59.476406825Z,24.299999237060547
2024-08-22T12:20:01.629271639Z,24.399999618530273
2024-08-22T12:20:03.571075283Z,24.299999237060547
2024-08-22T12:20:19.749219506Z,24.200000762939453
2024-08-22T12:20:21.797017461Z,24.299999237060547
2024-08-22T12:20:29.887835927Z,24.399999618530273
2024-08-22T12:20:31.935525054Z,24.299999237060547
2024-08-22T12:20:35.929288877Z,24.399999618530273
2024-08-22T12:20:37.976909649Z,24.299999237060547
2024-08-22T12:20:44.119870798Z,24.399999618530273
2024-08-22T12:20:48.012142258Z,24.299999237060547
2024-08-22T12:20:58.150389604Z,24.399999618530273
2024-08-22T12:21:00.197518352Z,24.299999237060547
2024-08-22T12:21:02.348707371Z,24.200000762939453
2024-08-22T12:21:04.191171911Z,24.299999237060547
2024-08-22T12:21:10.33445362Z,24.399999618530273
2024-08-22T12:21:12.282139216Z,24.299999237060547
2024-08-22T12:21:14.328081645Z,24.200000762939453
2024-08-22T12:21:16.376825107Z,24.399999618530273
2024-08-22T12:21:18.424378108Z,24.299999237060547
